locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFAJBHHO_03933	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
EFAJBHHO_03934	CDS	1038	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
EFAJBHHO_03935	CDS	153	hokA_3			Protein HokA
EFAJBHHO_03936	CDS	735	cysH_3	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
EFAJBHHO_03937	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
EFAJBHHO_03938	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
EFAJBHHO_03939	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
EFAJBHHO_03940	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
EFAJBHHO_03941	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
EFAJBHHO_03942	CDS	576	ygcP		COG1954	putative protein YgcP
EFAJBHHO_03943	CDS	861	etfA		COG2025	Electron transfer flavoprotein subunit alpha
EFAJBHHO_03944	CDS	780	etfB			Electron transfer flavoprotein subunit beta
EFAJBHHO_03945	CDS	1410	ygcS_3			Inner membrane metabolite transport protein YgcS
EFAJBHHO_03946	CDS	1455		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
EFAJBHHO_03947	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EFAJBHHO_03948	CDS	471	yqcE_1			Inner membrane protein YqcE
EFAJBHHO_03949	CDS	744	yqcE_2			Inner membrane protein YqcE
EFAJBHHO_03950	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
EFAJBHHO_03951	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
EFAJBHHO_03952	CDS	609	lemA		COG1704	Protein LemA
EFAJBHHO_03953	CDS	894				hypothetical protein
EFAJBHHO_03954	CDS	1149				hypothetical protein
EFAJBHHO_03955	CDS	903				hypothetical protein
EFAJBHHO_03956	CDS	1299	eno	4.2.1.11	COG0148	Enolase
EFAJBHHO_03957	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
EFAJBHHO_03958	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
EFAJBHHO_03959	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
EFAJBHHO_03960	CDS	249	mazE		COG2336	Antitoxin MazE
EFAJBHHO_03961	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
EFAJBHHO_03962	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
EFAJBHHO_03963	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
EFAJBHHO_03964	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
EFAJBHHO_03965	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
EFAJBHHO_03966	CDS	1353	gudP			putative glucarate transporter
EFAJBHHO_03967	CDS	450			COG0716	putative protein
EFAJBHHO_03968	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
EFAJBHHO_03969	CDS	330	yqcC		COG3098	putative protein YqcC
EFAJBHHO_03970	CDS	546	syd			Protein Syd
EFAJBHHO_03971	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
EFAJBHHO_03972	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
EFAJBHHO_03973	CDS	1290	sdaC		COG0814	Serine transporter
EFAJBHHO_03974	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
EFAJBHHO_03975	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
EFAJBHHO_03976	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
EFAJBHHO_03977	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
EFAJBHHO_03978	CDS	1317	fucP		COG0738	L-fucose-proton symporter
EFAJBHHO_03979	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
EFAJBHHO_03980	CDS	1419	fucK_2	2.7.1.51	COG1070	L-fuculokinase
EFAJBHHO_03981	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
EFAJBHHO_03982	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
EFAJBHHO_03983	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
EFAJBHHO_03984	CDS	396				hypothetical protein
EFAJBHHO_03985	CDS	918	gcvA			Glycine cleavage system transcriptional activator
EFAJBHHO_03986	CDS	228	ygdR_1			putative lipoprotein YgdR
EFAJBHHO_03987	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
EFAJBHHO_03988	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
EFAJBHHO_03989	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
EFAJBHHO_03990	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
EFAJBHHO_03991	tRNA	77				tRNA-Met(cat)
EFAJBHHO_03992	tRNA	77				tRNA-Met(cat)
EFAJBHHO_03993	tRNA	77				tRNA-Met(cat)
EFAJBHHO_03994	CDS	501				hypothetical protein
EFAJBHHO_03995	CDS	1539				hypothetical protein
EFAJBHHO_03996	CDS	1338				hypothetical protein
EFAJBHHO_03997	CDS	666				hypothetical protein
EFAJBHHO_03998	CDS	1653	yiaD_2		COG2885	putative lipoprotein YiaD
EFAJBHHO_03999	CDS	492	hcpA_6		COG3157	Major exported protein
EFAJBHHO_04000	CDS	2646	clpV1_2		COG0542	Protein ClpV1
EFAJBHHO_04001	CDS	2481	vgrG1_3	6.3.2.-		Actin cross-linking toxin VgrG1
EFAJBHHO_04002	CDS	1770				hypothetical protein
EFAJBHHO_04003	CDS	834				hypothetical protein
EFAJBHHO_04004	CDS	294				hypothetical protein
EFAJBHHO_04005	CDS	261				hypothetical protein
EFAJBHHO_04006	CDS	1137				hypothetical protein
EFAJBHHO_04007	CDS	3354				hypothetical protein
EFAJBHHO_04008	CDS	1638				hypothetical protein
EFAJBHHO_04009	CDS	1578				hypothetical protein
EFAJBHHO_04010	CDS	555				hypothetical protein
EFAJBHHO_04011	CDS	444				hypothetical protein
EFAJBHHO_04012	CDS	1761				hypothetical protein
EFAJBHHO_04013	CDS	1080				hypothetical protein
EFAJBHHO_04014	CDS	537				hypothetical protein
EFAJBHHO_04015	CDS	429				hypothetical protein
EFAJBHHO_04016	CDS	1377				hypothetical protein
EFAJBHHO_04017	CDS	948		1.1.1.81	COG0111	Hydroxypyruvate reductase
EFAJBHHO_04018	CDS	597	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
EFAJBHHO_04019	CDS	1176	malY_2		COG1168	Protein MalY
EFAJBHHO_04020	CDS	1581	malX_2		COG1263	PTS system maltose-specific EIICB component
EFAJBHHO_04021	CDS	825	licT		COG3711	Transcription antiterminator LicT
EFAJBHHO_04022	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
EFAJBHHO_04023	CDS	1332	argA_2	2.3.1.1	COG0548	Amino-acid acetyltransferase
EFAJBHHO_04024	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
EFAJBHHO_04025	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
EFAJBHHO_04026	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
EFAJBHHO_04027	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
EFAJBHHO_04028	CDS	324				hypothetical protein
EFAJBHHO_04029	CDS	408				hypothetical protein
EFAJBHHO_04030	CDS	564				hypothetical protein
EFAJBHHO_04031	CDS	471				hypothetical protein
EFAJBHHO_04032	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
EFAJBHHO_04033	CDS	876	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
EFAJBHHO_04034	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
EFAJBHHO_04035	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
EFAJBHHO_04036	CDS	147				hypothetical protein
EFAJBHHO_04037	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
EFAJBHHO_04038	CDS	714				hypothetical protein
EFAJBHHO_04039	CDS	219	ygdR_2			putative lipoprotein YgdR
EFAJBHHO_04040	CDS	1041	tas		COG0667	Protein tas
EFAJBHHO_04041	CDS	1194	lplT			Lysophospholipid transporter LplT
EFAJBHHO_04042	CDS	2160	aas		COG0204	Bifunctional protein Aas
EFAJBHHO_04043	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
EFAJBHHO_04044	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EFAJBHHO_04045	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
EFAJBHHO_04046	CDS	693	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
EFAJBHHO_04047	CDS	1419	araE			Arabinose-proton symporter
EFAJBHHO_04048	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EFAJBHHO_04049	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
EFAJBHHO_04050	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EFAJBHHO_04051	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
EFAJBHHO_04052	tRNA	74				tRNA-Gly(ccc)
EFAJBHHO_04053	CDS	756	nlpD_2			Murein hydrolase activator NlpD
EFAJBHHO_04054	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
EFAJBHHO_04055	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
EFAJBHHO_04056	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
EFAJBHHO_04057	CDS	1779		1.14.14.51		Limonene hydroxylase
EFAJBHHO_04058	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
EFAJBHHO_04059	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
EFAJBHHO_04060	CDS	1212	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
EFAJBHHO_04061	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
EFAJBHHO_04062	CDS	933	arcC1_4	2.7.2.2		Carbamate kinase 1
EFAJBHHO_04063	CDS	1626	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
EFAJBHHO_04064	CDS	771				hypothetical protein
EFAJBHHO_04065	CDS	531	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
EFAJBHHO_04066	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
EFAJBHHO_04067	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
EFAJBHHO_04068	CDS	780	cdhB	1.17.5.2		Caffeine dehydrogenase subunit beta
EFAJBHHO_04069	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
EFAJBHHO_04070	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
EFAJBHHO_04071	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
EFAJBHHO_04072	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
EFAJBHHO_04073	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
EFAJBHHO_04074	CDS	1920	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
EFAJBHHO_04075	CDS	1449	uacT		COG2233	Uric acid transporter UacT
EFAJBHHO_04076	CDS	126	yqfG			putative protein YqfG
EFAJBHHO_04077	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
EFAJBHHO_04078	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
EFAJBHHO_04079	CDS	882	prfB		COG1186	Peptide chain release factor RF2
EFAJBHHO_04080	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
EFAJBHHO_04081	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
EFAJBHHO_04082	CDS	897	xerD_6		COG4974	Tyrosine recombinase XerD
EFAJBHHO_04083	CDS	522	fldB		COG0716	Flavodoxin 2
EFAJBHHO_04084	CDS	408	ygfX			Inner membrane protein YgfX
EFAJBHHO_04085	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
EFAJBHHO_04086	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
EFAJBHHO_04087	CDS	660				hypothetical protein
EFAJBHHO_04088	CDS	312				hypothetical protein
EFAJBHHO_04089	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
EFAJBHHO_04090	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
EFAJBHHO_04091	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
EFAJBHHO_04092	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
EFAJBHHO_04093	CDS	1203	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
EFAJBHHO_04094	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
EFAJBHHO_04095	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
EFAJBHHO_04096	CDS	579				hypothetical protein
EFAJBHHO_04097	CDS	330	zapA		COG3027	Cell division protein ZapA
EFAJBHHO_04098	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
EFAJBHHO_04099	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
EFAJBHHO_04100	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
EFAJBHHO_04101	CDS	231				hypothetical protein
EFAJBHHO_04102	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
EFAJBHHO_04103	CDS	1056	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
EFAJBHHO_04104	CDS	897	cynR_1			HTH-type transcriptional regulator CynR
EFAJBHHO_04105	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
EFAJBHHO_04106	CDS	633	argO		COG1279	Arginine exporter protein ArgO
EFAJBHHO_04107	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
EFAJBHHO_04108	CDS	1080	fbaA_3	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
EFAJBHHO_04109	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EFAJBHHO_04110	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
EFAJBHHO_04111	CDS	432				hypothetical protein
EFAJBHHO_04112	CDS	579				hypothetical protein
EFAJBHHO_04113	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
EFAJBHHO_04114	CDS	678	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
EFAJBHHO_04115	CDS	678	ecfA1_2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
EFAJBHHO_04116	CDS	714	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
EFAJBHHO_04117	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
EFAJBHHO_04118	CDS	189	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
EFAJBHHO_04119	CDS	1278	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
EFAJBHHO_04120	CDS	1389	mtlA_2			PTS system mannitol-specific EIICB component
EFAJBHHO_04121	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
EFAJBHHO_04122	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
EFAJBHHO_04123	CDS	1992	tktA_2	2.2.1.1	COG0021	Transketolase 1
EFAJBHHO_04124	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
EFAJBHHO_04125	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
EFAJBHHO_04126	CDS	732				hypothetical protein
EFAJBHHO_04127	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
EFAJBHHO_04128	CDS	252				hypothetical protein
EFAJBHHO_04129	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
EFAJBHHO_04130	CDS	1395	galP			Galactose-proton symporter
EFAJBHHO_04131	CDS	456	sprT			Protein SprT
EFAJBHHO_04132	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
EFAJBHHO_04133	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EFAJBHHO_04134	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
EFAJBHHO_04135	CDS	636				hypothetical protein
EFAJBHHO_04136	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
EFAJBHHO_04137	CDS	981	yggR		COG2805	putative protein YggR
EFAJBHHO_04138	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
EFAJBHHO_04139	CDS	567				hypothetical protein
EFAJBHHO_04140	CDS	291				hypothetical protein
EFAJBHHO_04141	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EFAJBHHO_04142	CDS	1137	hemN_2	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
EFAJBHHO_04143	CDS	1008				hypothetical protein
EFAJBHHO_04144	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
EFAJBHHO_04145	CDS	720				hypothetical protein
EFAJBHHO_04146	CDS	327			COG3171	putative protein
EFAJBHHO_04147	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
EFAJBHHO_04148	CDS	1053	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
EFAJBHHO_04149	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
EFAJBHHO_04150	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
EFAJBHHO_04151	CDS	1257	nupG			Nucleoside permease NupG
EFAJBHHO_04152	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
EFAJBHHO_04153	CDS	708	ydfK		COG1811	putative membrane protein YdfK
EFAJBHHO_04154	tRNA	76				tRNA-Phe(gaa)
EFAJBHHO_04155	CDS	105				hypothetical protein
EFAJBHHO_04156	CDS	984	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
EFAJBHHO_04157	CDS	1149				hypothetical protein
EFAJBHHO_04158	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
EFAJBHHO_04159	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
EFAJBHHO_04160	CDS	2028				hypothetical protein
EFAJBHHO_04161	CDS	1206				hypothetical protein
EFAJBHHO_04162	CDS	444				hypothetical protein
EFAJBHHO_04163	CDS	603	tfaE_2			Prophage tail fiber assembly protein TfaE
EFAJBHHO_04164	CDS	603	tfaE_3			Prophage tail fiber assembly protein TfaE
EFAJBHHO_04165	CDS	441	tfaE_4			Prophage tail fiber assembly protein TfaE
EFAJBHHO_04166	CDS	1173				hypothetical protein
EFAJBHHO_04167	CDS	1134				hypothetical protein
EFAJBHHO_04168	CDS	552				hypothetical protein
EFAJBHHO_04169	tRNA	77				tRNA-Ile(gat)
EFAJBHHO_04170	tRNA	76				tRNA-Ala(tgc)
EFAJBHHO_04171	tRNA	76				tRNA-Ala(tgc)
EFAJBHHO_04172	tRNA	77				tRNA-Ile(gat)
EFAJBHHO_04173	CDS	306	klcA_3			Antirestriction protein KlcA
EFAJBHHO_04174	CDS	531				hypothetical protein
EFAJBHHO_04175	rRNA	111				5S ribosomal RNA
EFAJBHHO_04176	CDS	243				hypothetical protein
EFAJBHHO_04177	CDS	174				hypothetical protein
EFAJBHHO_04178	CDS	603				hypothetical protein
EFAJBHHO_04179	CDS	405				hypothetical protein
EFAJBHHO_04180	CDS	225				hypothetical protein
EFAJBHHO_04181	CDS	177				hypothetical protein
EFAJBHHO_04182	CDS	1299	kgtP_2			Alpha-ketoglutarate permease
EFAJBHHO_04183	CDS	273				hypothetical protein
EFAJBHHO_04184	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
EFAJBHHO_04185	CDS	2661	pka	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
EFAJBHHO_04186	CDS	699				hypothetical protein
EFAJBHHO_04187	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
EFAJBHHO_04188	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
EFAJBHHO_04189	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
EFAJBHHO_04190	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
EFAJBHHO_04191	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
EFAJBHHO_04192	CDS	882	cmpR			HTH-type transcriptional activator CmpR
EFAJBHHO_04193	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
EFAJBHHO_04194	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
EFAJBHHO_04195	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
EFAJBHHO_04196	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
EFAJBHHO_04197	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
EFAJBHHO_04198	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
EFAJBHHO_04199	CDS	480	rseC		COG3086	Protein RseC
EFAJBHHO_04200	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
EFAJBHHO_04201	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
EFAJBHHO_04202	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
EFAJBHHO_04203	CDS	906	era_2		COG1159	GTPase Era
EFAJBHHO_04204	CDS	729	recO		COG1381	DNA repair protein RecO
EFAJBHHO_04205	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
EFAJBHHO_04206	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
EFAJBHHO_04207	CDS	261	yfhL		COG1145	Ferredoxin YfhL
EFAJBHHO_04208	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
EFAJBHHO_04209	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
EFAJBHHO_04210	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EFAJBHHO_04211	CDS	1557	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
EFAJBHHO_04212	CDS	4044	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
EFAJBHHO_04213	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
EFAJBHHO_04214	CDS	714	qseG			Quorum-sensing regulator protein G
EFAJBHHO_04215	CDS	1335	glrR_2		COG2204	Transcriptional regulatory protein GlrR
EFAJBHHO_04216	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
EFAJBHHO_04217	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
EFAJBHHO_04218	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
EFAJBHHO_04219	CDS	1194	mlc_2		COG1940	Protein mlc
EFAJBHHO_04220	CDS	3282	lapB_1			Lipopolysaccharide assembly protein B
EFAJBHHO_04221	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
EFAJBHHO_04222	CDS	1512	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
EFAJBHHO_04223	CDS	999	rbsC_5		COG1172	Ribose import permease protein RbsC
EFAJBHHO_04224	CDS	1062	gutB	1.1.1.14	COG1063	Sorbitol dehydrogenase
EFAJBHHO_04225	CDS	873	yphB_2		COG2017	putative protein YphB
EFAJBHHO_04226	CDS	423	yphA_2		COG2259	Inner membrane protein YphA
EFAJBHHO_04227	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
EFAJBHHO_04228	CDS	1281	manR_2		COG1762	Transcriptional regulator ManR
EFAJBHHO_04229	CDS	855			COG1073	putative protein
EFAJBHHO_04230	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
EFAJBHHO_04231	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
EFAJBHHO_04232	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
EFAJBHHO_04233	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
EFAJBHHO_04234	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EFAJBHHO_04235	CDS	324	iscA		COG0316	Iron-binding protein IscA
EFAJBHHO_04236	CDS	516	hscB		COG1076	Co-chaperone protein HscB
EFAJBHHO_04237	CDS	1851	hscA		COG0443	Chaperone protein HscA
EFAJBHHO_04238	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
EFAJBHHO_04239	CDS	201	iscX		COG2975	Protein IscX
EFAJBHHO_04240	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
EFAJBHHO_04241	CDS	777				hypothetical protein
EFAJBHHO_04242	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
EFAJBHHO_04243	CDS	4962	yfhM		COG2373	putative lipoprotein YfhM
EFAJBHHO_04244	CDS	2277	pbpC		COG4953	Penicillin-binding protein 1C
EFAJBHHO_04245	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EFAJBHHO_04246	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EFAJBHHO_04247	CDS	1008	rodZ		COG1426	Cytoskeleton protein RodZ
EFAJBHHO_04248	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
EFAJBHHO_04249	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
EFAJBHHO_04250	CDS	621				hypothetical protein
EFAJBHHO_04251	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
EFAJBHHO_04252	CDS	1473	der		COG1160	GTPase Der
EFAJBHHO_04253	CDS	216	yfgJ			putative protein YfgJ
EFAJBHHO_04254	CDS	2205				Invasin
EFAJBHHO_04255	CDS	978				hypothetical protein
EFAJBHHO_04256	CDS	8052				hypothetical protein
EFAJBHHO_04257	CDS	1377	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
